Employee_ID,Age,Gender,Department,Job_Role,Experience_Years,Education_Level,Location,Performance_Rating,Salary,Bonus,Joining_Date,Salary_Band,Experience_Group,Age_Group
1910,29,Male,HR,Analyst,19,Bachelors,Hyderabad,2,72107.0,13125,2019-09-25,Medium,Senior (11-20),Millennials (25-35)
1911,59,Female,HR,Lead,5,Masters,Mumbai,2,42089.0,6943,2012-06-17,Low,Junior (3-5),Boomers I (55+)
1912,29,Male,Finance,Lead,8,Bachelors,Delhi,2,65998.0,5704,2014-02-18,Medium,Mid (6-10),Millennials (25-35)
1913,24,Female,Sales,Developer,29,PhD,Bangalore,2,96751.0,17504,2022-10-09,High,Executive (21+),Gen Z (<25)
1914,24,Male,Sales,Analyst,14,Masters,Bangalore,3,68468.0,6869,2015-01-20,Medium,Senior (11-20),Gen Z (<25)
1915,43,Male,Engineering,Developer,25,PhD,Hyderabad,1,106495.0,19875,2019-11-09,High,Executive (21+),Gen X (36-45)
1916,27,Male,Marketing,Analyst,21,Masters,Bangalore,3,73090.0,12691,2019-07-08,Medium,Executive (21+),Millennials (25-35)
1917,23,Male,Engineering,Developer,22,Masters,Chennai,3,107360.0,6561,2015-12-21,High,Executive (21+),Gen Z (<25)
1918,44,Male,Engineering,Developer,5,Masters,Chennai,2,67199.0,11134,2017-10-10,Medium,Junior (3-5),Gen X (36-45)
1919,23,Male,Marketing,Analyst,6,Masters,Mumbai,1,46569.0,5821,2013-06-12,Low,Mid (6-10),Gen Z (<25)
1920,59,Male,Finance,Lead,16,PhD,Hyderabad,1,85932.0,16891,2020-04-14,High,Senior (11-20),Boomers I (55+)
1921,38,Male,Finance,Manager,5,Masters,Chennai,4,63353.0,7523,2011-03-04,Medium,Junior (3-5),Gen X (36-45)
1922,56,Male,Marketing,Lead,27,PhD,Hyderabad,3,90786.0,5451,2010-12-10,High,Executive (21+),Boomers I (55+)
1923,55,Female,Marketing,Manager,8,Masters,Mumbai,1,54799.0,5149,2013-02-22,Low,Mid (6-10),Boomers II (46-55)
1924,44,Male,Sales,Analyst,26,Bachelors,Bangalore,5,87727.0,10047,2020-02-12,High,Executive (21+),Gen X (36-45)
1925,51,Female,Sales,Executive,2,Bachelors,Bangalore,3,39642.0,5501,2018-11-13,Low,Entry (0-2),Boomers II (46-55)
1926,29,Male,Sales,Lead,13,Masters,Bangalore,1,68063.0,4956,2019-06-14,Medium,Senior (11-20),Millennials (25-35)
1927,43,Female,Sales,Developer,5,Bachelors,Chennai,5,52499.0,6681,2017-05-06,Low,Junior (3-5),Gen X (36-45)
1928,57,Female,HR,Lead,3,Masters,Hyderabad,5,35043.0,4293,2021-10-24,Low,Junior (3-5),Boomers I (55+)
1929,26,Male,HR,Analyst,15,PhD,Chennai,5,62760.0,11014,2017-03-31,Medium,Senior (11-20),Millennials (25-35)
1930,34,Male,Finance,Executive,22,Bachelors,Delhi,2,98283.0,9372,2012-01-02,High,Executive (21+),Millennials (25-35)
1931,50,Female,HR,Executive,15,Masters,Hyderabad,4,61377.0,7207,2016-06-05,Low,Senior (11-20),Boomers II (46-55)
1932,52,Female,HR,Lead,22,Masters,Mumbai,4,72527.0,7854,2015-02-12,Medium,Executive (21+),Boomers II (46-55)
1933,37,Male,Sales,Lead,28,PhD,Chennai,1,100214.0,14514,2010-06-13,High,Executive (21+),Gen X (36-45)
1934,51,Male,Sales,Lead,8,PhD,Bangalore,1,60926.0,10688,2014-01-06,Low,Mid (6-10),Boomers II (46-55)
1935,37,Male,Marketing,Analyst,3,Masters,Bangalore,4,39766.0,6018,2021-02-20,Low,Junior (3-5),Gen X (36-45)
1936,33,Female,Sales,Manager,29,Masters,Bangalore,5,93153.0,11155,2014-03-20,High,Executive (21+),Millennials (25-35)
1937,38,Male,Marketing,Manager,7,Masters,Chennai,1,48277.0,7032,2017-09-17,Low,Mid (6-10),Gen X (36-45)
1938,37,Male,Marketing,Developer,23,Masters,Chennai,2,77207.0,7592,2013-05-18,Medium,Executive (21+),Gen X (36-45)
1939,33,Male,HR,Analyst,7,Masters,Bangalore,2,41615.0,2980,2017-06-21,Low,Mid (6-10),Millennials (25-35)
1940,29,Male,Sales,Executive,29,Masters,Bangalore,4,97660.0,9566,2010-10-24,High,Executive (21+),Millennials (25-35)
1941,41,Male,HR,Developer,23,PhD,Bangalore,1,76319.0,8895,2018-06-09,Medium,Executive (21+),Gen X (36-45)
1942,24,Female,Sales,Executive,5,Bachelors,Delhi,1,46980.0,5444,2015-12-05,Low,Junior (3-5),Gen Z (<25)
1943,37,Female,HR,Executive,7,Masters,Chennai,5,46213.0,7423,2014-02-15,Low,Mid (6-10),Gen X (36-45)
1944,51,Male,HR,Lead,5,Masters,Bangalore,1,37889.0,7216,2015-04-08,Low,Junior (3-5),Boomers II (46-55)
1945,44,Male,HR,Executive,25,PhD,Mumbai,4,83900.0,9090,2016-02-23,High,Executive (21+),Gen X (36-45)
1946,49,Female,Finance,Executive,13,Bachelors,Bangalore,1,77002.0,4848,2016-02-13,Medium,Senior (11-20),Boomers II (46-55)
1947,26,Male,HR,Analyst,13,PhD,Chennai,1,59165.0,3254,2011-11-09,Low,Senior (11-20),Millennials (25-35)
1948,41,Female,Engineering,Lead,17,PhD,Mumbai,2,92157.0,4662,2019-01-15,High,Senior (11-20),Gen X (36-45)
1949,22,Male,Engineering,Lead,12,Masters,Chennai,4,87147.0,16620,2021-12-24,High,Senior (11-20),Gen Z (<25)
1950,51,Female,Engineering,Developer,14,Masters,Chennai,3,92575.0,18454,2020-03-24,High,Senior (11-20),Boomers II (46-55)
1951,42,Female,Marketing,Lead,2,PhD,Chennai,4,41348.0,2386,2018-09-23,Low,Entry (0-2),Gen X (36-45)
1952,41,Male,HR,Manager,5,Masters,Hyderabad,4,38645.0,4008,2021-02-11,Low,Junior (3-5),Gen X (36-45)
1953,27,Female,Engineering,Analyst,22,Masters,Mumbai,3,101121.0,15208,2022-11-08,High,Executive (21+),Millennials (25-35)
1954,43,Male,Marketing,Developer,29,Masters,Delhi,3,90941.0,6988,2014-06-03,High,Executive (21+),Gen X (36-45)
1955,39,Female,Engineering,Manager,19,Bachelors,Delhi,2,96880.0,13482,2011-08-20,High,Senior (11-20),Gen X (36-45)
1956,29,Male,Sales,Executive,16,Bachelors,Hyderabad,5,75556.0,12998,2013-01-28,Medium,Senior (11-20),Millennials (25-35)
1957,53,Male,Finance,Manager,19,Masters,Chennai,4,88999.0,15905,2019-11-25,High,Senior (11-20),Boomers II (46-55)
1958,54,Male,HR,Developer,15,PhD,Delhi,4,55184.0,8606,2017-11-14,Low,Senior (11-20),Boomers II (46-55)
1959,37,Female,Finance,Lead,5,Bachelors,Mumbai,4,59788.0,3722,2015-03-30,Low,Junior (3-5),Gen X (36-45)
1960,33,Male,Finance,Analyst,7,PhD,Bangalore,4,62005.0,6340,2014-12-29,Low,Mid (6-10),Millennials (25-35)
1961,59,Male,Sales,Developer,28,Masters,Mumbai,2,98655.0,19247,2016-05-31,High,Executive (21+),Boomers I (55+)
1962,55,Male,Sales,Manager,27,PhD,Chennai,4,89729.0,7080,2022-07-27,High,Executive (21+),Boomers II (46-55)
1963,35,Female,Sales,Manager,12,PhD,Mumbai,3,64225.0,7584,2022-01-08,Medium,Senior (11-20),Millennials (25-35)
1964,57,Male,Marketing,Developer,28,Bachelors,Chennai,3,93601.0,9371,2020-06-08,High,Executive (21+),Boomers I (55+)
1965,54,Female,Engineering,Developer,29,PhD,Mumbai,1,113566.0,9179,2017-07-14,High,Executive (21+),Boomers II (46-55)
1966,44,Female,HR,Developer,12,PhD,Hyderabad,2,50311.0,4957,2014-09-08,Low,Senior (11-20),Gen X (36-45)
1967,23,Female,Sales,Lead,19,Bachelors,Mumbai,1,77438.0,6073,2014-04-11,Medium,Senior (11-20),Gen Z (<25)
1968,42,Male,HR,Developer,25,Masters,Delhi,4,82736.0,15023,2016-06-29,High,Executive (21+),Gen X (36-45)
1969,23,Male,HR,Executive,16,PhD,Bangalore,2,65803.0,5011,2011-09-14,Medium,Senior (11-20),Gen Z (<25)
1970,48,Female,HR,Analyst,20,Masters,Hyderabad,2,65623.0,9418,2019-11-13,Medium,Senior (11-20),Boomers II (46-55)
1971,30,Male,Sales,Analyst,22,Masters,Mumbai,5,86616.0,16573,2010-06-01,High,Executive (21+),Millennials (25-35)
1972,22,Male,Sales,Executive,21,Masters,Chennai,5,85689.0,16529,2014-05-22,High,Executive (21+),Gen Z (<25)
1973,32,Female,Engineering,Manager,2,Bachelors,Hyderabad,1,65065.0,9113,2021-09-30,Medium,Entry (0-2),Millennials (25-35)
1974,24,Female,Sales,Manager,12,Masters,Delhi,1,67414.0,6110,2018-01-12,Medium,Senior (11-20),Gen Z (<25)
1975,44,Male,Sales,Manager,6,PhD,Bangalore,3,52817.0,4604,2022-08-03,Low,Mid (6-10),Gen X (36-45)
1976,47,Female,HR,Manager,19,Masters,Bangalore,3,72144.0,11696,2015-08-26,Medium,Senior (11-20),Boomers II (46-55)
1977,25,Male,Engineering,Lead,4,Masters,Mumbai,3,64906.0,12793,2021-10-28,Medium,Junior (3-5),Gen Z (<25)
1978,39,Female,Finance,Executive,10,Masters,Delhi,2,66160.0,4078,2017-06-13,Medium,Mid (6-10),Gen X (36-45)
1979,27,Male,Sales,Analyst,22,PhD,Delhi,4,81784.0,13774,2016-08-16,Medium,Executive (21+),Millennials (25-35)
1980,56,Male,Sales,Executive,17,Masters,Bangalore,1,72834.0,4985,2021-03-03,Medium,Senior (11-20),Boomers I (55+)
1981,43,Female,Finance,Analyst,3,Masters,Bangalore,3,56986.0,5398,2020-01-21,Low,Junior (3-5),Gen X (36-45)
1982,36,Male,HR,Manager,19,Masters,Delhi,2,71894.0,9705,2018-05-24,Medium,Senior (11-20),Gen X (36-45)
1983,43,Male,Engineering,Lead,21,Bachelors,Bangalore,5,103337.0,9773,2011-07-25,High,Executive (21+),Gen X (36-45)
1984,58,Female,HR,Developer,27,PhD,Chennai,4,85945.0,12680,2022-01-10,High,Executive (21+),Boomers I (55+)
1985,33,Male,Marketing,Developer,26,Bachelors,Bangalore,5,85408.0,9615,2018-12-07,High,Executive (21+),Millennials (25-35)
1986,59,Male,Sales,Manager,6,PhD,Chennai,5,47996.0,3977,2021-02-01,Low,Mid (6-10),Boomers I (55+)
1987,39,Male,Marketing,Manager,3,Masters,Bangalore,4,41949.0,5438,2019-04-13,Low,Junior (3-5),Gen X (36-45)
1988,56,Female,Sales,Executive,9,PhD,Hyderabad,2,57827.0,3099,2010-03-25,Low,Mid (6-10),Boomers I (55+)
1989,51,Female,Marketing,Lead,0,PhD,Hyderabad,5,38778.0,6249,2011-01-09,Low,Entry (0-2),Boomers II (46-55)
1990,45,Female,Finance,Lead,16,PhD,Hyderabad,2,79984.0,10265,2011-10-10,Medium,Senior (11-20),Gen X (36-45)
1991,51,Female,Sales,Executive,4,PhD,Chennai,5,45869.0,8807,2013-07-06,Low,Junior (3-5),Boomers II (46-55)
1992,35,Female,Sales,Lead,16,Bachelors,Chennai,3,69723.0,4561,2012-06-28,Medium,Senior (11-20),Millennials (25-35)
1993,27,Male,Marketing,Lead,2,PhD,Mumbai,4,35004.0,5595,2016-07-18,Low,Entry (0-2),Millennials (25-35)
1994,24,Male,Engineering,Developer,8,Bachelors,Mumbai,1,72775.0,6923,2012-11-22,Medium,Mid (6-10),Gen Z (<25)
1995,37,Male,Marketing,Lead,2,Bachelors,Bangalore,4,35114.0,3721,2010-09-05,Low,Entry (0-2),Gen X (36-45)
1996,28,Female,Sales,Manager,2,Masters,Chennai,5,43720.0,4471,2014-08-18,Low,Entry (0-2),Millennials (25-35)
1997,35,Male,Sales,Developer,28,PhD,Hyderabad,5,98507.0,10215,2014-12-08,High,Executive (21+),Millennials (25-35)
1998,30,Female,Engineering,Manager,8,Masters,Hyderabad,3,71612.0,8208,2020-07-24,Medium,Mid (6-10),Millennials (25-35)
1999,36,Male,HR,Manager,4,PhD,Hyderabad,3,40377.0,2146,2011-08-27,Low,Junior (3-5),Gen X (36-45)
2000,42,Female,Engineering,Executive,27,Bachelors,Bangalore,4,110403.0,19542,2019-05-30,High,Executive (21+),Gen X (36-45)
2001,56,Male,HR,Lead,23,Bachelors,Chennai,1,71010.0,12942,2020-04-11,Medium,Executive (21+),Boomers I (55+)
2002,23,Male,Sales,Lead,9,Bachelors,Bangalore,4,54997.0,3076,2013-07-06,Low,Mid (6-10),Gen Z (<25)
2003,48,Female,Finance,Lead,14,PhD,Delhi,1,81107.0,13496,2017-10-18,Medium,Senior (11-20),Boomers II (46-55)
2004,23,Male,Finance,Lead,24,PhD,Delhi,2,100782.0,6131,2019-11-29,High,Executive (21+),Gen Z (<25)
2005,56,Male,Marketing,Developer,11,PhD,Mumbai,5,59762.0,10229,2018-02-01,Low,Senior (11-20),Boomers I (55+)
2006,39,Female,Engineering,Analyst,5,PhD,Chennai,2,65554.0,9305,2018-12-29,Medium,Junior (3-5),Gen X (36-45)
2007,35,Male,Engineering,Manager,6,PhD,Hyderabad,4,75955.0,7288,2020-10-29,Medium,Mid (6-10),Millennials (25-35)
2008,41,Male,Finance,Analyst,6,Masters,Chennai,1,61646.0,8758,2016-12-20,Low,Mid (6-10),Gen X (36-45)
2009,39,Female,HR,Analyst,22,PhD,Mumbai,1,69754.0,8788,2010-01-25,Medium,Executive (21+),Gen X (36-45)
2010,31,Female,Engineering,Analyst,3,Masters,Hyderabad,2,64155.0,9325,2014-01-09,Medium,Junior (3-5),Millennials (25-35)
2011,46,Female,HR,Developer,28,PhD,Bangalore,3,89528.0,10860,2013-03-22,High,Executive (21+),Boomers II (46-55)
2012,23,Female,HR,Analyst,12,PhD,Hyderabad,3,57246.0,9498,2019-08-30,Low,Senior (11-20),Gen Z (<25)
2013,46,Female,HR,Developer,14,PhD,Delhi,2,54116.0,3073,2015-10-02,Low,Senior (11-20),Boomers II (46-55)
2014,54,Male,HR,Executive,17,PhD,Bangalore,3,63203.0,6424,2022-07-15,Medium,Senior (11-20),Boomers II (46-55)
2015,57,Female,Marketing,Executive,17,Bachelors,Hyderabad,1,70994.0,9505,2010-08-24,Medium,Senior (11-20),Boomers I (55+)
2016,52,Female,Marketing,Executive,6,Bachelors,Bangalore,4,45421.0,6278,2019-09-18,Low,Mid (6-10),Boomers II (46-55)
2017,35,Male,Finance,Developer,9,Masters,Delhi,3,69552.0,5246,2014-06-02,Medium,Mid (6-10),Millennials (25-35)
2018,22,Male,Marketing,Developer,15,Masters,Delhi,1,62793.0,3841,2022-03-03,Medium,Senior (11-20),Gen Z (<25)
2019,37,Male,Engineering,Manager,22,PhD,Chennai,4,104327.0,5544,2019-09-04,High,Executive (21+),Gen X (36-45)
2020,24,Male,Marketing,Analyst,25,PhD,Delhi,1,84945.0,9509,2012-02-27,High,Executive (21+),Gen Z (<25)
2021,56,Male,Engineering,Lead,22,PhD,Delhi,5,103584.0,10312,2016-12-08,High,Executive (21+),Boomers I (55+)
2022,27,Female,Engineering,Lead,28,PhD,Delhi,4,120013.0,16222,2015-01-14,High,Executive (21+),Millennials (25-35)
2023,46,Male,HR,Analyst,7,Bachelors,Mumbai,5,43168.0,5069,2019-09-26,Low,Mid (6-10),Boomers II (46-55)
2024,34,Female,Finance,Lead,18,Masters,Delhi,3,83867.0,9150,2021-11-07,High,Senior (11-20),Millennials (25-35)
2025,55,Male,HR,Lead,28,Masters,Chennai,3,81447.0,14375,2015-10-21,Medium,Executive (21+),Boomers II (46-55)
2026,29,Female,HR,Lead,10,Masters,Bangalore,1,51949.0,7440,2017-09-14,Low,Mid (6-10),Millennials (25-35)
2027,42,Male,Marketing,Developer,20,Bachelors,Mumbai,2,77979.0,11456,2019-03-20,Medium,Senior (11-20),Gen X (36-45)
2028,55,Female,Marketing,Developer,5,PhD,Bangalore,1,48022.0,5151,2016-01-27,Low,Junior (3-5),Boomers II (46-55)
2029,25,Female,Engineering,Developer,28,Bachelors,Bangalore,5,118402.0,19717,2019-05-09,High,Executive (21+),Gen Z (<25)
2030,46,Female,Marketing,Analyst,23,Bachelors,Chennai,4,83893.0,6108,2010-01-07,High,Executive (21+),Boomers II (46-55)
2031,36,Female,Marketing,Executive,23,Masters,Mumbai,2,79287.0,8745,2015-07-20,Medium,Executive (21+),Gen X (36-45)
2032,25,Female,Sales,Lead,9,Bachelors,Hyderabad,1,53165.0,3034,2020-05-17,Low,Mid (6-10),Gen Z (<25)
2033,33,Female,Engineering,Manager,18,Masters,Delhi,5,91433.0,6154,2021-01-23,High,Senior (11-20),Millennials (25-35)
2034,53,Female,Engineering,Developer,27,Bachelors,Bangalore,5,110819.0,6896,2012-11-09,High,Executive (21+),Boomers II (46-55)
2035,53,Female,Sales,Manager,13,Masters,Bangalore,3,65165.0,7573,2019-11-19,Medium,Senior (11-20),Boomers II (46-55)
2036,49,Female,Engineering,Lead,19,Masters,Chennai,1,101734.0,15727,2011-05-15,High,Senior (11-20),Boomers II (46-55)
2037,34,Female,Finance,Executive,5,PhD,Chennai,1,57232.0,5546,2016-07-15,Low,Junior (3-5),Millennials (25-35)
2038,52,Male,Finance,Manager,3,Masters,Chennai,5,60865.0,3286,2012-12-15,Low,Junior (3-5),Boomers II (46-55)
2039,35,Female,Sales,Lead,25,Bachelors,Mumbai,1,85139.0,13288,2020-07-05,High,Executive (21+),Millennials (25-35)
2040,41,Female,Marketing,Lead,19,Masters,Delhi,3,71334.0,5786,2016-11-07,Medium,Senior (11-20),Gen X (36-45)
2041,39,Male,Finance,Developer,14,Bachelors,Mumbai,2,77251.0,12236,2019-01-13,Medium,Senior (11-20),Gen X (36-45)
2042,50,Female,Sales,Executive,4,Masters,Chennai,5,52695.0,2692,2012-12-21,Low,Junior (3-5),Boomers II (46-55)
2043,27,Female,Finance,Lead,15,PhD,Chennai,3,82955.0,8034,2019-01-26,High,Senior (11-20),Millennials (25-35)
2044,53,Male,HR,Executive,25,PhD,Bangalore,3,79416.0,11371,2013-11-08,Medium,Executive (21+),Boomers II (46-55)
2045,50,Male,Sales,Developer,6,Bachelors,Mumbai,4,53281.0,9626,2019-08-19,Low,Mid (6-10),Boomers II (46-55)
2046,23,Female,Engineering,Manager,27,Masters,Mumbai,2,117082.0,19098,2016-12-16,High,Executive (21+),Gen Z (<25)
2047,44,Male,Finance,Analyst,1,Bachelors,Delhi,3,55393.0,6505,2011-04-01,Low,Entry (0-2),Gen X (36-45)
2048,40,Female,Engineering,Analyst,12,PhD,Mumbai,4,83185.0,13124,2014-04-12,High,Senior (11-20),Gen X (36-45)
2049,52,Female,Sales,Analyst,1,Bachelors,Delhi,4,42568.0,5560,2013-10-06,Low,Entry (0-2),Boomers II (46-55)
2050,26,Female,Finance,Executive,27,Bachelors,Hyderabad,1,100469.0,17281,2021-06-12,High,Executive (21+),Millennials (25-35)
2051,40,Male,Engineering,Analyst,25,Masters,Delhi,3,109896.0,18221,2014-05-07,High,Executive (21+),Gen X (36-45)
2052,55,Female,Marketing,Manager,29,PhD,Chennai,5,88985.0,17474,2013-10-01,High,Executive (21+),Boomers II (46-55)
2053,31,Female,Marketing,Lead,8,PhD,Hyderabad,1,49553.0,3257,2017-01-02,Low,Mid (6-10),Millennials (25-35)
2054,46,Male,HR,Executive,19,Masters,Bangalore,2,71868.0,7266,2013-02-17,Medium,Senior (11-20),Boomers II (46-55)
2055,23,Female,Sales,Manager,4,Masters,Bangalore,5,47748.0,3765,2022-05-18,Low,Junior (3-5),Gen Z (<25)
2056,32,Female,Engineering,Executive,2,Masters,Bangalore,5,67029.0,9693,2016-02-29,Medium,Entry (0-2),Millennials (25-35)
2057,52,Female,HR,Executive,1,PhD,Chennai,4,30049.0,4495,2012-08-15,Low,Entry (0-2),Boomers II (46-55)
2058,36,Female,Sales,Executive,13,PhD,Bangalore,3,62889.0,5067,2012-03-19,Medium,Senior (11-20),Gen X (36-45)
2059,30,Female,Marketing,Developer,25,Masters,Delhi,4,81828.0,9265,2013-08-05,Medium,Executive (21+),Millennials (25-35)
2060,44,Female,Engineering,Lead,7,Bachelors,Chennai,4,76197.0,10692,2010-02-07,Medium,Mid (6-10),Gen X (36-45)
2061,40,Male,Finance,Analyst,19,PhD,Mumbai,3,90381.0,13452,2018-10-23,High,Senior (11-20),Gen X (36-45)
2062,30,Female,Marketing,Developer,29,Masters,Chennai,3,96955.0,6340,2016-10-21,High,Executive (21+),Millennials (25-35)
2063,56,Female,Finance,Lead,11,Masters,Chennai,3,73311.0,13794,2012-12-08,Medium,Senior (11-20),Boomers I (55+)
2064,42,Male,Finance,Analyst,16,Bachelors,Mumbai,4,81750.0,4505,2019-04-12,Medium,Senior (11-20),Gen X (36-45)
2065,30,Female,Engineering,Developer,28,Masters,Delhi,3,112359.0,22015,2011-06-12,High,Executive (21+),Millennials (25-35)
2066,49,Female,Engineering,Developer,15,Bachelors,Hyderabad,3,85084.0,8291,2022-11-06,High,Senior (11-20),Boomers II (46-55)
2067,28,Male,Finance,Manager,5,Bachelors,Mumbai,5,64057.0,6242,2014-04-16,Medium,Junior (3-5),Millennials (25-35)
2068,37,Male,HR,Developer,5,PhD,Chennai,4,38175.0,4462,2014-03-04,Low,Junior (3-5),Gen X (36-45)
2069,37,Male,Finance,Executive,17,Masters,Bangalore,3,80141.0,12361,2018-05-03,Medium,Senior (11-20),Gen X (36-45)
2070,54,Male,Finance,Developer,1,PhD,Mumbai,4,48061.0,3553,2020-04-03,Low,Entry (0-2),Boomers II (46-55)
2071,25,Male,Engineering,Executive,7,PhD,Mumbai,2,75624.0,6673,2014-02-06,Medium,Mid (6-10),Gen Z (<25)
2072,25,Male,Sales,Lead,26,PhD,Hyderabad,1,91231.0,17720,2021-08-04,High,Executive (21+),Gen Z (<25)
2073,38,Male,Marketing,Lead,22,Masters,Chennai,5,82267.0,14933,2012-07-13,High,Executive (21+),Gen X (36-45)
2074,58,Female,Engineering,Executive,13,Masters,Bangalore,5,87438.0,7157,2016-01-23,High,Senior (11-20),Boomers I (55+)
2075,50,Female,HR,Manager,1,Masters,Bangalore,4,27315.0,3713,2018-05-05,Low,Entry (0-2),Boomers II (46-55)
2076,57,Female,Marketing,Manager,25,PhD,Hyderabad,3,88688.0,7142,2015-12-30,High,Executive (21+),Boomers I (55+)
2077,59,Male,Engineering,Lead,16,Bachelors,Bangalore,4,96147.0,12740,2020-06-21,High,Senior (11-20),Boomers I (55+)
2078,58,Female,Engineering,Developer,26,PhD,Delhi,1,115812.0,12144,2020-05-13,High,Executive (21+),Boomers I (55+)
2079,56,Male,Sales,Lead,23,Bachelors,Mumbai,5,84639.0,8833,2015-10-03,High,Executive (21+),Boomers I (55+)
2080,28,Female,HR,Lead,15,Masters,Mumbai,5,63209.0,9181,2016-01-11,Medium,Senior (11-20),Millennials (25-35)
2081,48,Female,HR,Executive,25,Masters,Bangalore,1,79527.0,6980,2016-03-23,Medium,Executive (21+),Boomers II (46-55)
2082,49,Female,Engineering,Manager,17,PhD,Bangalore,4,97807.0,10821,2017-06-19,High,Senior (11-20),Boomers II (46-55)
2083,43,Female,Sales,Executive,20,Bachelors,Bangalore,5,75148.0,14187,2018-11-07,Medium,Senior (11-20),Gen X (36-45)
2084,35,Male,Engineering,Lead,5,Masters,Mumbai,3,69535.0,11355,2014-11-08,Medium,Junior (3-5),Millennials (25-35)
2085,28,Male,Finance,Analyst,25,Masters,Bangalore,4,99314.0,10675,2015-09-27,High,Executive (21+),Millennials (25-35)
2086,58,Female,Finance,Developer,16,PhD,Delhi,3,83149.0,7029,2022-04-09,High,Senior (11-20),Boomers I (55+)
2087,43,Male,Sales,Lead,17,PhD,Delhi,2,77862.0,11589,2010-09-06,Medium,Senior (11-20),Gen X (36-45)
2088,26,Male,Engineering,Executive,13,PhD,Mumbai,1,84681.0,14493,2010-01-26,High,Senior (11-20),Millennials (25-35)
2089,23,Female,Sales,Analyst,9,Bachelors,Chennai,5,59982.0,10743,2018-10-22,Low,Mid (6-10),Gen Z (<25)
2090,48,Male,Engineering,Analyst,3,Bachelors,Chennai,1,70210.0,9453,2015-08-19,Medium,Junior (3-5),Boomers II (46-55)
2091,42,Male,Engineering,Lead,17,Masters,Chennai,1,91942.0,11724,2016-12-22,High,Senior (11-20),Gen X (36-45)
2092,59,Male,Finance,Manager,10,PhD,Delhi,3,74466.0,11761,2013-09-10,Medium,Mid (6-10),Boomers I (55+)
2093,36,Male,Marketing,Analyst,21,Masters,Hyderabad,5,81694.0,6238,2015-05-12,Medium,Executive (21+),Gen X (36-45)
2094,42,Female,HR,Developer,15,Bachelors,Chennai,2,61005.0,10847,2016-02-03,Low,Senior (11-20),Gen X (36-45)
2095,31,Female,HR,Executive,29,Masters,Hyderabad,1,88560.0,5409,2019-09-12,High,Executive (21+),Millennials (25-35)
2096,44,Male,Sales,Executive,3,Masters,Mumbai,3,41883.0,5882,2011-06-15,Low,Junior (3-5),Gen X (36-45)
2097,26,Female,HR,Executive,26,PhD,Delhi,3,79671.0,11030,2022-04-13,Medium,Executive (21+),Millennials (25-35)
2098,22,Female,Finance,Lead,18,Masters,Chennai,5,90744.0,8766,2013-09-05,High,Senior (11-20),Gen Z (<25)
2099,34,Female,Marketing,Executive,5,PhD,Delhi,4,45186.0,2499,2012-07-07,Low,Junior (3-5),Millennials (25-35)
2100,42,Male,Engineering,Executive,24,Masters,Mumbai,4,108946.0,17178,2015-09-12,High,Executive (21+),Gen X (36-45)
2101,47,Male,Engineering,Developer,7,Masters,Delhi,2,71562.0,3837,2011-07-31,Medium,Mid (6-10),Boomers II (46-55)
2102,42,Female,Finance,Manager,17,Bachelors,Bangalore,3,80901.0,6224,2010-06-22,Medium,Senior (11-20),Gen X (36-45)
2103,39,Female,HR,Lead,18,Bachelors,Chennai,4,69346.0,9128,2021-06-15,Medium,Senior (11-20),Gen X (36-45)
2104,58,Male,Engineering,Lead,17,Masters,Delhi,1,96680.0,18465,2010-08-21,High,Senior (11-20),Boomers I (55+)
2105,53,Female,HR,Executive,15,Masters,Delhi,2,60454.0,3620,2015-09-16,Low,Senior (11-20),Boomers II (46-55)
2106,57,Male,Finance,Developer,25,PhD,Delhi,1,95387.0,13050,2016-05-19,High,Executive (21+),Boomers I (55+)
2107,38,Female,Engineering,Analyst,6,Bachelors,Mumbai,4,67003.0,6655,2019-09-05,Medium,Mid (6-10),Gen X (36-45)
2108,56,Male,Sales,Executive,24,Bachelors,Chennai,3,92176.0,13864,2012-07-09,High,Executive (21+),Boomers I (55+)
2109,32,Male,Marketing,Executive,16,Masters,Chennai,4,64427.0,12430,2018-09-15,Medium,Senior (11-20),Millennials (25-35)
2110,42,Male,HR,Lead,26,PhD,Bangalore,2,86930.0,7848,2014-09-11,High,Executive (21+),Gen X (36-45)
2111,47,Male,HR,Lead,2,Bachelors,Bangalore,2,30034.0,5808,2013-02-07,Low,Entry (0-2),Boomers II (46-55)
2112,25,Female,HR,Executive,21,Masters,Delhi,1,67715.0,12228,2016-01-24,Medium,Executive (21+),Gen Z (<25)
2113,55,Male,HR,Lead,14,Masters,Chennai,1,60886.0,8588,2011-01-12,Low,Senior (11-20),Boomers II (46-55)
2114,39,Female,Finance,Developer,3,Masters,Chennai,2,52532.0,8601,2019-05-27,Low,Junior (3-5),Gen X (36-45)
2115,56,Male,Finance,Analyst,25,Masters,Delhi,1,101328.0,18212,2018-06-29,High,Executive (21+),Boomers I (55+)
2116,50,Male,Finance,Analyst,15,Masters,Hyderabad,5,84369.0,14386,2016-05-20,High,Senior (11-20),Boomers II (46-55)
2117,50,Female,Finance,Analyst,13,Bachelors,Chennai,2,72902.0,7217,2014-12-28,Medium,Senior (11-20),Boomers II (46-55)
2118,59,Female,Engineering,Executive,25,Bachelors,Delhi,1,105921.0,18206,2021-10-06,High,Executive (21+),Boomers I (55+)
